2025-11-06 19:52:29.678 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:04:00.786 | INFO     | __main__:generate_images:112 - [MV-ADAPTER] Got 6 images in /tmp/views_5vm96hv9
2025-11-06 20:04:02.477 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background, eval: 
2025-11-06 20:04:02.477 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:04:02.478 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:04:02.478 | INFO     | ollama:check_views:231 - [MV-ADAPTER] check_views loading (using qwen2.5vl:7b)
2025-11-06 20:04:03.910 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, harsh shadows, unnatural lighting, cluttered background, eval: 
2025-11-06 20:04:03.910 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:04:03.910 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:04:07.994 | INFO     | ollama:check_views:238 - [MV-ADAPTER] check_views result: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:04:07.994 | INFO     | __main__:check_views_quality:143 - [MV-ADAPTER] views quality check: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:04:57.982 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, low detail, artifacts, bad anatomy, extra limbs, deformed face, harsh shadows, unnatural lighting, cluttered background, eval: the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.
2025-11-06 20:04:57.983 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:04:57.985 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:06:06.394 | INFO     | __main__:generate_3d:173 - [TRELLIS/API-path] Frame path received: temp_images_path/frame_1b46492e-7f89-438b-adb2-f6146478edc6.jpg
2025-11-06 20:06:06.395 | INFO     | __main__:generate_3d:177 - [TRELLIS/API-b64] assets: /tmp/views_5vm96hv9/mesh_1b46492e-7f89-438b-adb2-f6146478edc6.glb, /tmp/views_5vm96hv9/mesh_1b46492e-7f89-438b-adb2-f6146478edc6.ply, /tmp/views_5vm96hv9/preview_1b46492e-7f89-438b-adb2-f6146478edc6.mp4
2025-11-06 20:31:27.494 | INFO     | __main__:llm_prompt_processing:72 - [MV-ADAPTER] generating images. prompt to be refined: cute cat
2025-11-06 20:31:27.494 | INFO     | ollama:prepare_prompts:135 - [OLLAMA] prepare_prompts: preparing prompts for input: cute cat (using qwen2.5:7b)
2025-11-06 20:31:30.667 | INFO     | ollama:prepare_prompts:171 - [MV-ADAPTER] prepare_prompts result: {'refined': 'cat, cute, full body', 'negative': 'nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background'}
2025-11-06 20:31:30.885 | INFO     | __main__:generate_images:108 - [MV-ADAPTER] Starting generation with 40 inference steps...
2025-11-06 20:31:30.885 | INFO     | __main__:_api_t2mv_generate:84 - [MV-ADAPTER] Calling API with 40 steps...
2025-11-06 20:31:47.755 | INFO     | __main__:_api_t2mv_generate:97 - [MV-ADAPTER] API call successful, processing response...
2025-11-06 20:31:47.762 | INFO     | __main__:_api_t2mv_generate:103 - [MV-ADAPTER] Extracted ZIP to /tmp/views_v7kkcfmt
2025-11-06 20:31:47.763 | INFO     | __main__:generate_images:112 - [MV-ADAPTER] Got 6 images in /tmp/views_v7kkcfmt
2025-11-06 20:35:35.941 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: cat, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background, eval: 
2025-11-06 20:35:35.942 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:35:35.944 | INFO     | ollama:check_views:231 - [MV-ADAPTER] check_views loading (using qwen2.5vl:7b)
2025-11-06 20:35:35.947 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:35:37.305 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: cat, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, harsh lighting, unnatural shadows, cluttered background, eval: 
2025-11-06 20:35:37.305 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:35:37.306 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:35:42.419 | INFO     | ollama:check_views:238 - [MV-ADAPTER] check_views result: {'avaliation': 'The images match the prompt well, showing a cute cat with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:35:42.420 | INFO     | __main__:check_views_quality:143 - [MV-ADAPTER] views quality check: {'avaliation': 'The images match the prompt well, showing a cute cat with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:35:50.045 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: cat, cute, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, harsh lighting, unnatural shadows, cluttered background, eval: The images match the prompt well, showing a cute cat with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.
2025-11-06 20:35:50.046 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:35:50.046 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:36:25.171 | INFO     | __main__:generate_3d:173 - [TRELLIS/API-path] Frame path received: temp_images_path/frame_33669c52-9dfb-4640-a89a-3f6680bb49d0.jpg
2025-11-06 20:36:25.171 | INFO     | __main__:generate_3d:177 - [TRELLIS/API-b64] assets: /tmp/views_v7kkcfmt/mesh_33669c52-9dfb-4640-a89a-3f6680bb49d0.glb, /tmp/views_v7kkcfmt/mesh_33669c52-9dfb-4640-a89a-3f6680bb49d0.ply, /tmp/views_v7kkcfmt/preview_33669c52-9dfb-4640-a89a-3f6680bb49d0.mp4
2025-11-06 20:40:52.200 | INFO     | __main__:llm_prompt_processing:72 - [MV-ADAPTER] generating images. prompt to be refined: cute dog, black background
2025-11-06 20:40:52.200 | INFO     | ollama:prepare_prompts:135 - [OLLAMA] prepare_prompts: preparing prompts for input: cute dog, black background (using qwen2.5:7b)
2025-11-06 20:40:55.329 | INFO     | ollama:prepare_prompts:171 - [MV-ADAPTER] prepare_prompts result: {'refined': 'dog, cute, full body', 'negative': 'nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background'}
2025-11-06 20:40:55.545 | INFO     | __main__:generate_images:108 - [MV-ADAPTER] Starting generation with 40 inference steps...
2025-11-06 20:40:55.545 | INFO     | __main__:_api_t2mv_generate:84 - [MV-ADAPTER] Calling API with 40 steps...
2025-11-06 20:41:12.437 | INFO     | __main__:_api_t2mv_generate:97 - [MV-ADAPTER] API call successful, processing response...
2025-11-06 20:41:12.439 | INFO     | __main__:_api_t2mv_generate:103 - [MV-ADAPTER] Extracted ZIP to /tmp/views_lj2kgej0
2025-11-06 20:41:12.439 | INFO     | __main__:generate_images:112 - [MV-ADAPTER] Got 6 images in /tmp/views_lj2kgej0
2025-11-06 20:41:48.835 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background, eval: 
2025-11-06 20:41:48.835 | INFO     | ollama:check_views:231 - [MV-ADAPTER] check_views loading (using qwen2.5vl:7b)
2025-11-06 20:41:48.836 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:41:48.838 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:41:50.209 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, unnatural lighting, unrealistic shadows, background, eval: 
2025-11-06 20:41:50.209 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:41:50.209 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:41:54.310 | INFO     | ollama:check_views:238 - [MV-ADAPTER] check_views result: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:41:54.310 | INFO     | __main__:check_views_quality:143 - [MV-ADAPTER] views quality check: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:41:58.569 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, unnatural lighting, unrealistic shadows, background, eval: the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.
2025-11-06 20:41:58.569 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:41:58.569 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:42:52.809 | INFO     | __main__:generate_3d:173 - [TRELLIS/API-path] Frame path received: temp_images_path/frame_4d494a35-be29-467b-bc14-dfb8e77f355c.jpg
2025-11-06 20:42:52.810 | INFO     | __main__:generate_3d:177 - [TRELLIS/API-b64] assets: /tmp/views_lj2kgej0/mesh_4d494a35-be29-467b-bc14-dfb8e77f355c.glb, /tmp/views_lj2kgej0/mesh_4d494a35-be29-467b-bc14-dfb8e77f355c.ply, /tmp/views_lj2kgej0/preview_4d494a35-be29-467b-bc14-dfb8e77f355c.mp4
2025-11-06 20:51:08.184 | INFO     | __main__:llm_prompt_processing:72 - [MV-ADAPTER] generating images. prompt to be refined: cute dog
2025-11-06 20:51:08.185 | INFO     | ollama:prepare_prompts:135 - [OLLAMA] prepare_prompts: preparing prompts for input: cute dog (using qwen2.5:7b)
2025-11-06 20:51:09.027 | INFO     | ollama:prepare_prompts:171 - [MV-ADAPTER] prepare_prompts result: {'refined': 'dog, cute, full body', 'negative': 'nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background'}
2025-11-06 20:51:09.248 | INFO     | __main__:generate_images:108 - [MV-ADAPTER] Starting generation with 40 inference steps...
2025-11-06 20:51:09.249 | INFO     | __main__:_api_t2mv_generate:84 - [MV-ADAPTER] Calling API with 40 steps...
2025-11-06 20:51:26.537 | INFO     | __main__:_api_t2mv_generate:97 - [MV-ADAPTER] API call successful, processing response...
2025-11-06 20:51:26.541 | INFO     | __main__:_api_t2mv_generate:103 - [MV-ADAPTER] Extracted ZIP to /tmp/views_fhdg6c8i
2025-11-06 20:51:26.541 | INFO     | __main__:generate_images:112 - [MV-ADAPTER] Got 6 images in /tmp/views_fhdg6c8i
2025-11-06 20:51:26.929 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background, eval: 
2025-11-06 20:51:26.930 | INFO     | ollama:check_views:231 - [MV-ADAPTER] check_views loading (using qwen2.5vl:7b)
2025-11-06 20:51:26.930 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:51:26.931 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:51:28.303 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, harsh shadows, unnatural lighting, cluttered background, eval: 
2025-11-06 20:51:28.304 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:51:28.304 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:51:32.365 | INFO     | ollama:check_views:238 - [MV-ADAPTER] check_views result: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:51:32.366 | INFO     | __main__:check_views_quality:143 - [MV-ADAPTER] views quality check: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 20:51:36.259 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, harsh shadows, unnatural lighting, cluttered background, eval: the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.
2025-11-06 20:51:36.260 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 20:51:36.260 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 20:53:18.633 | INFO     | __main__:generate_3d:173 - [TRELLIS/API-path] Frame path received: temp_images_path/frame_22d952f8-5c28-4d6b-b481-7bb36259ceae.jpg
2025-11-06 20:53:18.633 | INFO     | __main__:generate_3d:177 - [TRELLIS/API-b64] assets: /tmp/views_fhdg6c8i/mesh_22d952f8-5c28-4d6b-b481-7bb36259ceae.glb, /tmp/views_fhdg6c8i/mesh_22d952f8-5c28-4d6b-b481-7bb36259ceae.ply, /tmp/views_fhdg6c8i/preview_22d952f8-5c28-4d6b-b481-7bb36259ceae.mp4
2025-11-06 21:17:37.403 | INFO     | __main__:llm_prompt_processing:72 - [MV-ADAPTER] generating images. prompt to be refined: dinosaur wearing a hat with feathers and a trench coat
2025-11-06 21:17:37.404 | INFO     | ollama:prepare_prompts:135 - [OLLAMA] prepare_prompts: preparing prompts for input: dinosaur wearing a hat with feathers and a trench coat (using qwen2.5:7b)
2025-11-06 21:17:40.607 | INFO     | ollama:prepare_prompts:171 - [MV-ADAPTER] prepare_prompts result: {'refined': 'dinosaur, wearing a hat with feathers, wearing a trench coat, full body', 'negative': 'nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background'}
2025-11-06 21:17:40.839 | INFO     | __main__:generate_images:108 - [MV-ADAPTER] Starting generation with 40 inference steps...
2025-11-06 21:17:40.839 | INFO     | __main__:_api_t2mv_generate:84 - [MV-ADAPTER] Calling API with 40 steps...
2025-11-06 21:17:57.766 | INFO     | __main__:_api_t2mv_generate:97 - [MV-ADAPTER] API call successful, processing response...
2025-11-06 21:17:57.768 | INFO     | __main__:_api_t2mv_generate:103 - [MV-ADAPTER] Extracted ZIP to /tmp/views_0tk2xg_0
2025-11-06 21:17:57.768 | INFO     | __main__:generate_images:112 - [MV-ADAPTER] Got 6 images in /tmp/views_0tk2xg_0
2025-11-06 21:17:58.166 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dinosaur, wearing a hat with feathers, wearing a trench coat, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background, eval: 
2025-11-06 21:17:58.167 | INFO     | ollama:check_views:231 - [MV-ADAPTER] check_views loading (using qwen2.5vl:7b)
2025-11-06 21:17:58.168 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 21:17:58.171 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 21:17:59.532 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dinosaur, wearing a hat with feathers, wearing a trench coat, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed tail, shadows, lighting, background, eval: 
2025-11-06 21:17:59.534 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 21:17:59.534 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 21:18:03.412 | INFO     | ollama:check_views:238 - [MV-ADAPTER] check_views result: {'avaliation': 'The images match the prompt well, showing a dinosaur wearing a hat with feathers and a trench coat. The consistency across the multi-views is good, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 21:18:03.413 | INFO     | __main__:check_views_quality:143 - [MV-ADAPTER] views quality check: {'avaliation': 'The images match the prompt well, showing a dinosaur wearing a hat with feathers and a trench coat. The consistency across the multi-views is good, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-06 21:18:07.520 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dinosaur, wearing a hat with feathers, wearing a trench coat, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed tail, unnatural colors, repetitive patterns, background, eval: The images match the prompt well, showing a dinosaur wearing a hat with feathers and a trench coat. The consistency across the multi-views is good, and there are no visible issues or artifacts.
2025-11-06 21:18:07.520 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-06 21:18:07.520 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-06 21:18:56.023 | INFO     | __main__:generate_3d:173 - [TRELLIS/API-path] Frame path received: temp_images_path/frame_d7968e43-d4c3-45e0-819e-9e57e1465741.jpg
2025-11-06 21:18:56.024 | INFO     | __main__:generate_3d:177 - [TRELLIS/API-b64] assets: /tmp/views_0tk2xg_0/mesh_d7968e43-d4c3-45e0-819e-9e57e1465741.glb, /tmp/views_0tk2xg_0/mesh_d7968e43-d4c3-45e0-819e-9e57e1465741.ply, /tmp/views_0tk2xg_0/preview_d7968e43-d4c3-45e0-819e-9e57e1465741.mp4
2025-11-06 22:19:11.989 | INFO     | __main__:llm_prompt_processing:72 - [MV-ADAPTER] generating images. prompt to be refined: supergirl flying
2025-11-06 22:19:11.990 | INFO     | ollama:prepare_prompts:135 - [OLLAMA] prepare_prompts: preparing prompts for input: supergirl flying (using qwen2.5:7b)
2025-11-06 22:19:15.177 | INFO     | ollama:prepare_prompts:171 - [MV-ADAPTER] prepare_prompts result: {'refined': 'supergirl, flying, full body', 'negative': 'nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background'}
2025-11-07 11:54:51.368 | INFO     | __main__:llm_prompt_processing:72 - [MV-ADAPTER] generating images. prompt to be refined: cute dog
2025-11-07 11:54:51.368 | INFO     | ollama:prepare_prompts:135 - [OLLAMA] prepare_prompts: preparing prompts for input: cute dog (using qwen2.5:7b)
2025-11-07 11:54:52.237 | INFO     | ollama:prepare_prompts:171 - [MV-ADAPTER] prepare_prompts result: {'refined': 'dog, cute, full body', 'negative': 'nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background'}
2025-11-07 11:54:52.481 | INFO     | __main__:generate_images:108 - [MV-ADAPTER] Starting generation with 40 inference steps...
2025-11-07 11:54:52.481 | INFO     | __main__:_api_t2mv_generate:84 - [MV-ADAPTER] Calling API with 40 steps...
2025-11-07 11:55:09.937 | INFO     | __main__:_api_t2mv_generate:97 - [MV-ADAPTER] API call successful, processing response...
2025-11-07 11:55:09.939 | INFO     | __main__:_api_t2mv_generate:103 - [MV-ADAPTER] Extracted ZIP to /tmp/views_ocvpk1w2
2025-11-07 11:55:09.940 | INFO     | __main__:generate_images:112 - [MV-ADAPTER] Got 6 images in /tmp/views_ocvpk1w2
2025-11-07 11:55:10.268 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, shadows, lighting, background, eval: 
2025-11-07 11:55:10.268 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-07 11:55:10.269 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-07 11:55:10.319 | INFO     | ollama:check_views:231 - [MV-ADAPTER] check_views loading (using qwen2.5vl:7b)
2025-11-07 11:55:11.584 | INFO     | __main__:chat_start_fn:42 - [CHAT] starting chat with refined: dog, cute, full body, negative: nsfw, explicit content, blurry, low detail, artifacts, bad anatomy, extra limbs, deformed face, deformed tail, unnatural shadows, unrealistic lighting, cluttered background, eval: 
2025-11-07 11:55:11.584 | INFO     | ollama_chat:start_chat_from_inputs:112 - [CHAT] STARTING CHAT (using qwen2.5:7b)
2025-11-07 11:55:11.584 | INFO     | ollama_chat:chat_call:97 - [CHAT] chat_call using qwen2.5:7b
2025-11-07 11:55:15.603 | INFO     | ollama:check_views:238 - [MV-ADAPTER] check_views result: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
2025-11-07 11:55:15.604 | INFO     | __main__:check_views_quality:143 - [MV-ADAPTER] views quality check: {'avaliation': 'the images match the prompt well, showing a cute dog with a full body from different angles. The images are consistent across the views, and there are no visible issues or artifacts.', 'negative_prompt': 'none'}
